,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,item,condition,sentence,target,alternative,(lstm 0 at word 1),(lstm 0 at word 2),(lstm 0 at word 3),(lstm 0 at word 4),(lstm 0 at word 5),(lstm 0 at word 6),(lstm 0 at word 7),(lstm 0 at word 8),(lstm 0 at word 9),(lstm 0 at word 10),(lstm 1 at word 1),(lstm 1 at word 2),(lstm 1 at word 3),(lstm 1 at word 4),(lstm 1 at word 5),(lstm 1 at word 6),(lstm 1 at word 7),(lstm 1 at word 8),(lstm 1 at word 9),(lstm 1 at word 10),(lstm 2 at word 1),(lstm 2 at word 2),(lstm 2 at word 3),(lstm 2 at word 4),(lstm 2 at word 5),(lstm 2 at word 6),(lstm 2 at word 7),(lstm 2 at word 8),(lstm 2 at word 9),(lstm 2 at word 10),(lstm 3 at word 1),(lstm 3 at word 2),(lstm 3 at word 3),(lstm 3 at word 4),(lstm 3 at word 5),(lstm 3 at word 6),(lstm 3 at word 7),(lstm 3 at word 8),(lstm 3 at word 9),(lstm 3 at word 10),(lstm 4 at word 1),(lstm 4 at word 2),(lstm 4 at word 3),(lstm 4 at word 4),(lstm 4 at word 5),(lstm 4 at word 6),(lstm 4 at word 7),(lstm 4 at word 8),(lstm 4 at word 9),(lstm 4 at word 10),rnng 0 correct (surprisal),rnng 1 correct (surprisal),rnng 2 correct (surprisal),rnng 3 correct (surprisal),rnng 4 correct (surprisal),lstm 0 (surprisal),lstm 1 (surprisal),lstm 2 (surprisal),lstm 3 (surprisal),lstm 4 (surprisal)
10,10,10,10,WagersBaseline_2_PG,PG,"the programming mistakes certainly were disastrous for the small software company, although their competitors could n't have been happier",-1,-1,10.830900192260742,12.392871856689453,11.687945365905762,4.235969543457031,9.091156005859375,1.6794109344482422,0.6062374114990234,6.432484149932861,9.696648597717285,4.345142364501953,11.365503311157227,11.480179786682129,11.930267333984375,3.5693845748901367,8.563944816589355,2.71549129486084,0.6987295150756836,6.858692646026611,8.595243453979492,4.675712585449219,10.926214218139648,11.834896087646484,13.411087036132812,3.4422426223754883,9.486433029174805,1.9858646392822266,0.6216602325439453,6.095525741577148,9.060033798217773,3.865004539489746,10.87048625946045,13.275642395019531,12.206512451171875,5.029995918273926,9.956350326538086,1.5836372375488281,0.5686178207397461,7.061319351196289,7.968206882476807,5.013528823852539,10.660520553588867,11.636268615722656,12.033567428588867,4.492173194885254,10.171318054199219,1.289876937866211,0.46043872833251953,7.159736156463623,8.957474708557129,3.960540771484375,139.94899999999998,142.536,144.752,140.79,140.675,116.55066394805908,112.97142934799194,115.15643072128296,116.12516164779663,116.41027212142944
11,11,11,11,WagersBaseline_2_PU,PU,"the programming mistakes certainly was disastrous for the small software company, although their competitors could n't have been happier",-1,-1,10.830900192260742,12.392871856689453,11.687945365905762,6.862645149230957,8.570351600646973,1.7435588836669922,0.6271190643310547,6.413064002990723,9.618833541870117,4.350757598876953,11.365503311157227,11.480179786682129,11.930267333984375,5.1158905029296875,8.431751251220703,2.426884651184082,0.7225570678710938,6.969394683837891,8.429656982421875,4.682104110717773,10.926214218139648,11.834896087646484,13.411087036132812,4.9219512939453125,9.274724960327148,1.6635990142822266,0.6185894012451172,6.065556049346924,9.067292213439941,3.9758195877075195,10.87048625946045,13.275642395019531,12.206512451171875,5.817907333374023,9.824089050292969,1.5210704803466797,0.626948356628418,7.023639678955078,7.883413314819336,4.989529609680176,10.660520553588867,11.636268615722656,12.033567428588867,5.325555801391602,9.859373092651367,1.1753559112548828,0.4675722122192383,7.247905731201172,8.876914024353027,3.951676368713379,143.487,143.041,144.033,144.358,138.79399999999998,118.80982208251953,114.20557117462158,116.39627504348755,116.73021030426025,116.96166896820068
12,12,12,12,WagersBaseline_3_SG,SG,the red label probably was meant to serve as a warning about the hazardous chemicals that were being stored inside the vault,-1,-1,8.142865180969238,10.307446479797363,10.242668151855469,5.411255836486816,7.235476493835449,0.27590179443359375,5.929327011108398,0.6241054534912109,0.6966791152954102,6.064080238342285,7.868203163146973,8.647894859313965,10.54853630065918,4.063340187072754,7.305461883544922,0.19853591918945312,5.701970100402832,0.6186399459838867,0.827733039855957,5.822491645812988,7.638263702392578,7.744685649871826,10.56040096282959,5.5879411697387695,6.710858345031738,0.08698081970214844,5.366540908813477,0.67486572265625,0.8132724761962891,6.411124229431152,7.824512004852295,8.770594596862793,10.219413757324219,4.3111371994018555,6.7144927978515625,0.14854812622070312,5.750659942626953,0.5242214202880859,1.042160987854004,6.021110534667969,8.006560325622559,10.472481727600098,10.405439376831055,4.862828254699707,6.967121601104736,0.10559463500976562,5.478921890258789,0.47046852111816406,0.7517766952514648,5.374479293823242,179.18900000000005,164.834,174.259,167.984,174.116,101.53318405151367,98.78182983398438,97.16107034683228,98.41508197784424,98.53312063217163
13,13,13,13,WagersBaseline_3_SU,SU,the red label probably were meant to serve as a warning about the hazardous chemicals that were being stored inside the vault,-1,-1,8.142865180969238,10.307446479797363,10.242668151855469,6.775831699371338,7.149592399597168,0.2694683074951172,5.853837966918945,0.6557292938232422,0.8822698593139648,5.682129859924316,7.868203163146973,8.647894859313965,10.54853630065918,7.269428253173828,7.5303568840026855,0.17023658752441406,5.718438148498535,0.7184295654296875,0.9940376281738281,5.676247596740723,7.638263702392578,7.744685649871826,10.56040096282959,7.477756500244141,6.62412691116333,0.09682273864746094,5.496487617492676,0.6904354095458984,1.2477998733520508,6.155228614807129,7.824512004852295,8.770594596862793,10.219413757324219,6.106780529022217,6.90981912612915,0.15137290954589844,5.901103973388672,0.5467987060546875,1.2594060897827148,5.932945251464844,8.006560325622559,10.472481727600098,10.405439376831055,6.9722371101379395,6.722142696380615,0.0897979736328125,5.3429365158081055,0.540736198425293,1.1194438934326172,5.064314842224121,179.426,170.366,179.24400000000003,173.608,177.14700000000005,102.62823534011841,102.39415216445923,99.6742491722107,100.739492893219,100.41284084320068
14,14,14,14,WagersBaseline_3_PG,PG,the red labels probably were meant to serve as a warning about the hazardous chemicals that were being stored inside the vault,-1,-1,8.142865180969238,12.325847625732422,9.964570045471191,4.957193374633789,7.340010643005371,0.2688140869140625,5.690234184265137,0.7594728469848633,1.1455984115600586,5.412631988525391,7.868203163146973,11.186031341552734,10.222742080688477,4.67508602142334,7.226510524749756,0.20185089111328125,5.90349006652832,0.7566423416137695,1.202138900756836,5.397743225097656,7.638263702392578,10.468958854675293,10.784355163574219,6.128259658813477,6.519043922424316,0.10914039611816406,5.368344306945801,0.7170982360839844,1.490025520324707,5.836406707763672,7.824512004852295,10.687288284301758,10.068655014038086,5.708083152770996,7.182036399841309,0.16352462768554688,5.961325645446777,0.644902229309082,1.4900827407836914,5.513258934020996,8.006560325622559,12.163488388061523,10.200223922729492,5.412293434143066,6.625451564788818,0.12764549255371094,5.62168025970459,0.6394243240356445,1.1940078735351562,4.705318450927734,178.062,171.365,177.523,172.795,174.009,103.04247093200684,102.4112000465393,101.36813259124756,102.6880030632019,100.99857759475708
15,15,15,15,WagersBaseline_3_PU,PU,the red labels probably was meant to serve as a warning about the hazardous chemicals that were being stored inside the vault,-1,-1,8.142865180969238,12.325847625732422,9.964570045471191,6.602409362792969,7.2173333168029785,0.2901153564453125,5.737640380859375,0.7004213333129883,0.9583740234375,5.771784782409668,7.868203163146973,11.186031341552734,10.222742080688477,5.407737731933594,6.990566253662109,0.2143077850341797,5.8403167724609375,0.6161575317382812,0.8517513275146484,5.548125267028809,7.638263702392578,10.468958854675293,10.784355163574219,7.6258864402771,6.62874698638916,0.09458351135253906,5.236196517944336,0.6860790252685547,1.1424951553344727,5.880531311035156,7.824512004852295,10.687288284301758,10.068655014038086,5.80146598815918,7.127591133117676,0.15622329711914062,5.811762809753418,0.6291799545288086,1.1704435348510742,5.602692604064941,8.006560325622559,12.163488388061523,10.200223922729492,7.300844192504883,6.852646827697754,0.140655517578125,5.800010681152344,0.5496616363525391,0.9540691375732422,4.862532615661621,180.717,169.465,176.19799999999995,173.257,176.18599999999995,104.69681978225708,102.53688049316406,102.17562294006348,102.23192739486694,103.10044574737549
16,16,16,16,WagersBaseline_4_SG,SG,"the morale problem ultimately was solved by firing the custodian, who never came in on time and was always complaining about the workload",-1,-1,11.008209228515625,7.933992385864258,10.68386173248291,5.848650932312012,3.5987958908081055,0.7067794799804688,6.579331398010254,2.3674449920654297,2.5874385833740234,7.444087028503418,11.47923469543457,8.261184692382812,10.099299430847168,4.771717071533203,4.302353858947754,0.8886299133300781,7.0734124183654785,2.3113174438476562,3.2694644927978516,6.5128889083862305,11.084552764892578,7.262589454650879,10.189652442932129,6.003750801086426,5.465424537658691,1.0318489074707031,5.9391865730285645,1.9368000030517578,2.886697769165039,7.588375091552734,11.286685943603516,8.320000648498535,10.879378318786621,6.281140327453613,5.015469551086426,0.7150173187255859,7.110783100128174,2.3044071197509766,2.5708532333374023,8.750587463378906,11.12479305267334,7.392099380493164,9.615317344665527,5.352841377258301,5.706280708312988,0.5984382629394531,6.816072463989258,2.3998889923095703,2.55898380279541,7.5453925132751465,171.745,171.455,175.335,171.933,183.722,119.60249996185303,120.28397130966187,118.26905536651611,124.88122797012329,116.21751832962036
17,17,17,17,WagersBaseline_4_SU,SU,"the morale problem ultimately were solved by firing the custodian, who never came in on time and was always complaining about the workload",-1,-1,11.008209228515625,7.933992385864258,10.68386173248291,7.509891510009766,3.763803482055664,0.7127113342285156,6.8331217765808105,2.675220489501953,2.5606565475463867,7.455777645111084,11.47923469543457,8.261184692382812,10.099299430847168,7.806595802307129,3.997488021850586,0.8684978485107422,7.179614067077637,2.323479652404785,3.3029470443725586,6.439096927642822,11.084552764892578,7.262589454650879,10.189652442932129,7.660239219665527,5.1050872802734375,0.9116230010986328,5.71560001373291,2.024311065673828,2.9192962646484375,7.625361919403076,11.286685943603516,8.320000648498535,10.879378318786621,7.656235218048096,4.608551979064941,0.6633892059326172,7.108212471008301,2.3176069259643555,2.645026206970215,8.723011016845703,11.12479305267334,7.392099380493164,9.615317344665527,9.006321907043457,5.313520431518555,0.7012977600097656,6.712401866912842,2.481496810913086,2.5994606018066406,7.617260456085205,179.889,176.97799999999995,184.252,180.595,184.549,121.94107818603516,123.01220369338989,119.63281488418579,125.79953479766846,119.78628730773926
18,18,18,18,WagersBaseline_4_PG,PG,"the morale problems ultimately were solved by firing the custodian, who never came in on time and was always complaining about the workload",-1,-1,11.008209228515625,8.565753936767578,10.149686813354492,5.566191673278809,4.876668930053711,0.7892513275146484,6.861595153808594,2.675607681274414,2.6271581649780273,7.245128154754639,11.47923469543457,7.984508514404297,9.56334114074707,6.169491767883301,3.87563419342041,0.9532852172851562,7.128571033477783,2.4977426528930664,3.413074493408203,6.2171831130981445,11.084552764892578,7.678315162658691,10.65518569946289,5.72039794921875,4.7661895751953125,0.8090782165527344,5.732049942016602,2.0222702026367188,2.956432342529297,7.690927028656006,11.286685943603516,8.103010177612305,10.527009963989258,7.1987762451171875,4.114847183227539,0.7910614013671875,7.551613807678223,2.328036308288574,2.7284536361694336,8.487720489501953,11.12479305267334,7.547786712646484,9.416118621826172,7.184107780456543,5.263426780700684,0.7814922332763672,7.18876838684082,2.6280603408813477,2.6450634002685547,7.281611919403076,174.168,173.69099999999997,177.731,174.449,179.767,121.66754007339478,120.70388841629028,118.27124547958374,124.28399801254272,118.20590543746948
19,19,19,19,WagersBaseline_4_PU,PU,"the morale problems ultimately was solved by firing the custodian, who never came in on time and was always complaining about the workload",-1,-1,11.008209228515625,8.565753936767578,10.149686813354492,7.324294090270996,4.760008811950684,0.8028087615966797,6.520370006561279,2.3312911987304688,2.6510677337646484,7.240083694458008,11.47923469543457,7.984508514404297,9.56334114074707,6.712995529174805,4.048321723937988,0.9879474639892578,7.00627326965332,2.4477014541625977,3.3752336502075195,6.271607398986816,11.084552764892578,7.678315162658691,10.65518569946289,6.9936041831970215,5.043666839599609,0.9308757781982422,5.975920677185059,1.9637155532836914,2.947629928588867,7.663241386413574,11.286685943603516,8.103010177612305,10.527009963989258,7.244930267333984,4.451740264892578,0.7803745269775391,7.437152862548828,2.3289661407470703,2.667769432067871,8.548309326171875,11.12479305267334,7.547786712646484,9.416118621826172,7.337748050689697,5.721100807189941,0.6552162170410156,7.186383247375488,2.512995719909668,2.6115798950195312,7.257149696350098,174.237,173.896,180.773,176.40900000000005,178.77200000000005,122.73054075241089,121.3449535369873,119.9226188659668,124.63265657424927,118.38085508346558
20,20,20,20,WagersBaseline_5_SG,SG,the product name probably was tested on a number of focus groups before being selected by the prominent advertising firm,-1,-1,8.088829040527344,5.4807024002075195,9.643585205078125,5.327512741088867,8.227444648742676,3.214048385620117,2.5474853515625,4.151654243469238,0.025310516357421875,13.410807609558105,8.318733215332031,6.145586013793945,9.67094898223877,3.9193506240844727,8.781585693359375,3.0404367446899414,2.507108688354492,3.97354793548584,0.03574180603027344,14.740728378295898,8.333840370178223,6.1648664474487305,10.284807205200195,5.365629196166992,8.348617553710938,3.750298500061035,2.613687515258789,4.130380630493164,0.007717132568359375,13.432122230529785,8.105916976928711,6.061729431152344,10.15071964263916,3.9402503967285156,8.126396179199219,3.0831546783447266,2.2853994369506836,3.9403505325317383,0.0043487548828125,14.641134262084961,7.964844703674316,6.324549674987793,10.675006866455078,5.651670455932617,8.156248092651367,2.772113800048828,2.0106849670410156,3.83634090423584,0.010534286499023438,13.589662551879883,154.03799999999995,151.757,158.135,157.27100000000004,152.446,102.43009328842163,100.71930980682373,106.87147426605225,100.25351238250732,105.41787433624268
21,21,21,21,WagersBaseline_5_SU,SU,the product name probably were tested on a number of focus groups before being selected by the prominent advertising firm,-1,-1,8.088829040527344,5.4807024002075195,9.643585205078125,7.4795355796813965,8.120861053466797,3.4235830307006836,2.5970687866210938,3.981536865234375,0.022321701049804688,13.291787147521973,8.318733215332031,6.145586013793945,9.67094898223877,6.97926139831543,8.801802635192871,3.071047782897949,2.589022636413574,3.7114601135253906,0.0336456298828125,14.697335243225098,8.333840370178223,6.1648664474487305,10.284807205200195,7.455835342407227,8.420905113220215,3.7204675674438477,2.79825496673584,3.956544876098633,0.0074310302734375,13.517058372497559,8.105916976928711,6.061729431152344,10.15071964263916,6.205496788024902,8.243045806884766,3.2641849517822266,2.267369270324707,3.9680604934692383,0.00408172607421875,14.939973831176758,7.964844703674316,6.324549674987793,10.675006866455078,7.860963821411133,8.152740478515625,2.8607282638549805,2.0053138732910156,3.91774845123291,0.011758804321289062,13.667516708374023,159.241,157.61700000000005,160.459,164.18400000000003,154.954,104.57249975204468,103.53321886062622,109.15945148468018,103.26799011230469,107.93400287628174
