,Unnamed: 0,item,condition,sentence,target,alternative,rnng 0 correct (surprisal),rnng 1 correct (surprisal),rnng 2 correct (surprisal),rnng 3 correct (surprisal),rnng 4 correct (surprisal),(lstm 0 at word 1),(lstm 0 at word 2),(lstm 0 at word 3),(lstm 0 at word 4),(lstm 0 at word 5),(lstm 0 at word 6),(lstm 0 at word 7),(lstm 0 at word 8),(lstm 0 at word 9),(lstm 0 at word 10),lstm 0 (surprisal),(lstm 1 at word 1),(lstm 1 at word 2),(lstm 1 at word 3),(lstm 1 at word 4),(lstm 1 at word 5),(lstm 1 at word 6),(lstm 1 at word 7),(lstm 1 at word 8),(lstm 1 at word 9),(lstm 1 at word 10),lstm 1 (surprisal),(lstm 2 at word 1),(lstm 2 at word 2),(lstm 2 at word 3),(lstm 2 at word 4),(lstm 2 at word 5),(lstm 2 at word 6),(lstm 2 at word 7),(lstm 2 at word 8),(lstm 2 at word 9),(lstm 2 at word 10),lstm 2 (surprisal),(lstm 3 at word 1),(lstm 3 at word 2),(lstm 3 at word 3),(lstm 3 at word 4),(lstm 3 at word 5),(lstm 3 at word 6),(lstm 3 at word 7),(lstm 3 at word 8),(lstm 3 at word 9),(lstm 3 at word 10),lstm 3 (surprisal),(lstm 4 at word 1),(lstm 4 at word 2),(lstm 4 at word 3),(lstm 4 at word 4),(lstm 4 at word 5),(lstm 4 at word 6),(lstm 4 at word 7),(lstm 4 at word 8),(lstm 4 at word 9),(lstm 4 at word 10),lstm 4 (surprisal)
10,10,ParkerAn_1_CORE_S_G,CORE_S_G,The dog that dug  the hole unfortunately was covered in mud all over,,,133.789,121.16799999999999,129.877,115.055,120.70700000000001,10.034135818481445,4.769872665405273,10.676980018615723,1.2628402709960938,6.24595832824707,13.356119155883789,1.332956314086914,7.234989166259766,2.4190731048583984,4.232403755187988,71.25123023986816,11.032292366027832,4.530061721801758,11.80759048461914,1.8023433685302734,4.043401718139648,12.626404762268066,1.8378725051879883,6.557382583618164,1.8595428466796875,4.095002174377441,69.72706127166748,10.207426071166992,4.670653343200684,11.030562400817871,2.3300790786743164,5.070853233337402,13.502248764038086,2.099379539489746,6.430091857910156,2.1556167602539062,4.254368782043457,71.5063123703003,11.08985710144043,4.406702041625977,11.704265594482422,1.8428401947021484,5.70504093170166,13.283063888549805,1.467076301574707,6.233351707458496,1.7911720275878906,4.399188995361328,73.08565330505371,10.361665725708008,4.786491394042969,12.089759826660156,1.936112403869629,4.901493072509766,13.201189994812012,2.066971778869629,6.360684394836426,2.526003837585449,5.069357872009277,74.45556449890137
11,11,ParkerAn_1_CORE_S_U,CORE_S_U,The dog that dug  the hole unfortunately were covered in mud all over,,,139.273,123.225,128.74,116.72399999999999,121.21,10.034135818481445,4.769872665405273,10.676980018615723,1.2628402709960938,6.24595832824707,13.356119155883789,5.991337776184082,7.0452775955200195,2.3746509552001953,4.2957000732421875,75.68283081054688,11.032292366027832,4.530061721801758,11.80759048461914,1.8023433685302734,4.043401718139648,12.626404762268066,6.453336715698242,6.490523338317871,1.7702579498291016,3.9945077896118164,74.22500419616699,10.207426071166992,4.670653343200684,11.030562400817871,2.3300790786743164,5.070853233337402,13.502248764038086,5.184774398803711,6.315248489379883,1.7859811782836914,4.477570533752441,74.6536111831665,11.08985710144043,4.406702041625977,11.704265594482422,1.8428401947021484,5.70504093170166,13.283063888549805,6.207216262817383,6.05068302154541,1.7586669921875,4.449505805969238,77.72673988342285,10.361665725708008,4.786491394042969,12.089759826660156,1.936112403869629,4.901493072509766,13.201189994812012,6.542540550231934,6.322895050048828,2.339055061340332,5.220371246337891,79.12862014770508
12,12,ParkerAn_1_OBLIQUE_P_G,OBLIQUE_P_G,The dog that dug in the holes unfortunately was covered in mud all over,,,141.43,130.559,133.668,121.641,122.241,10.034135818481445,4.769872665405273,10.676980018615723,2.4219961166381836,0.7173995971679688,9.231404304504395,13.054737091064453,2.026076316833496,7.610143184661865,2.484281539916992,76.69161176681519,11.032292366027832,4.530061721801758,11.80759048461914,2.515507698059082,0.46697330474853516,7.854647159576416,12.308431625366211,2.149571418762207,6.103346824645996,1.8398571014404297,74.17643404006958,10.207426071166992,4.670653343200684,11.030562400817871,1.8327007293701172,0.5785140991210938,8.137819290161133,12.111570358276367,2.3692455291748047,5.951681137084961,2.070526123046875,72.74975967407227,11.08985710144043,4.406702041625977,11.704265594482422,2.338019371032715,0.7234334945678711,8.864561080932617,12.797557830810547,1.9139690399169922,6.162827491760254,1.691366195678711,77.21291255950928,10.361665725708008,4.786491394042969,12.089759826660156,2.2611541748046875,0.5511960983276367,9.375975608825684,12.371454238891602,2.4394779205322266,6.33514404296875,2.416985511779785,79.4342212677002
13,13,ParkerAn_1_OBLIQUE_P_U,OBLIQUE_P_U,The dog that dug in the holes unfortunately were covered in mud all over,,,140.739,127.816,122.15899999999999,125.413,126.685,10.034135818481445,4.769872665405273,10.676980018615723,2.4219961166381836,0.7173995971679688,9.231404304504395,13.054737091064453,4.868792533874512,7.340456485748291,2.4747562408447266,79.26080751419067,11.032292366027832,4.530061721801758,11.80759048461914,2.515507698059082,0.46697330474853516,7.854647159576416,12.308431625366211,5.97770881652832,6.184710502624512,1.7809467315673828,78.11647081375122,10.207426071166992,4.670653343200684,11.030562400817871,1.8327007293701172,0.5785140991210938,8.137819290161133,12.111570358276367,5.006649017333984,5.74053955078125,1.8128347396850586,75.35476207733154,11.08985710144043,4.406702041625977,11.704265594482422,2.338019371032715,0.7234334945678711,8.864561080932617,12.797557830810547,5.79451847076416,6.025897979736328,1.669175148010254,81.02258682250977,10.361665725708008,4.786491394042969,12.089759826660156,2.2611541748046875,0.5511960983276367,9.375975608825684,12.371454238891602,6.486982345581055,6.180188179016113,2.234419822692871,83.39737224578857
14,14,ParkerAn_1_CORE_P_G,CORE_P_G,The dog that dug  the holes unfortunately was covered in mud all over,,,141.077,126.883,134.078,118.573,124.27,10.034135818481445,4.769872665405273,10.676980018615723,1.2628402709960938,7.692408561706543,13.360149383544922,1.4932212829589844,7.485384941101074,2.4692258834838867,3.970245361328125,72.90772914886475,11.032292366027832,4.530061721801758,11.80759048461914,1.8023433685302734,6.405900001525879,12.716023445129395,1.8606319427490234,6.4364166259765625,1.8406486511230469,4.250007629394531,72.14795207977295,10.207426071166992,4.670653343200684,11.030562400817871,2.3300790786743164,5.927943229675293,12.99818229675293,2.3906612396240234,6.333106994628906,2.037242889404297,3.993560791015625,71.66050243377686,11.08985710144043,4.406702041625977,11.704265594482422,1.8428401947021484,7.626558303833008,13.376481056213379,1.6242551803588867,6.243993759155273,1.7028703689575195,4.393662452697754,75.20282363891602,10.361665725708008,4.786491394042969,12.089759826660156,1.936112403869629,7.091156005859375,12.787382125854492,2.2548179626464844,6.333042144775391,2.5733795166015625,5.0970001220703125,76.43082427978516
15,15,ParkerAn_1_CORE_P_U,CORE_P_U,The dog that dug  the holes unfortunately were covered in mud all over,,,144.082,129.254,135.606,123.178,124.949,10.034135818481445,4.769872665405273,10.676980018615723,1.2628402709960938,7.692408561706543,13.360149383544922,5.333404541015625,7.205164432525635,2.4416589736938477,3.954833984375,76.44283819198608,11.032292366027832,4.530061721801758,11.80759048461914,1.8023433685302734,6.405900001525879,12.716023445129395,5.695656776428223,6.415978908538818,1.774022102355957,4.117358207702637,76.00315618515015,10.207426071166992,4.670653343200684,11.030562400817871,2.3300790786743164,5.927943229675293,12.99818229675293,4.919927597045898,6.1940202713012695,1.769148826599121,4.157942771911621,74.28275775909424,11.08985710144043,4.406702041625977,11.704265594482422,1.8428401947021484,7.626558303833008,13.376481056213379,5.672881126403809,6.027410507202148,1.669337272644043,4.430606842041016,79.14041233062744,10.361665725708008,4.786491394042969,12.089759826660156,1.936112403869629,7.091156005859375,12.787382125854492,5.7625226974487305,6.101454734802246,2.355367660522461,5.120378494262695,79.79872417449951
16,16,ParkerAn_2_OBLIQUE_S_G,OBLIQUE_S_G,The boy who played in the game apparently was more competitive than ever,,,99.6685,95.9977,95.9383,97.6579,99.2885,10.270615577697754,4.095529556274414,4.973102569580078,2.8440685272216797,0.4613513946533203,4.159176826477051,10.294296264648438,3.0285520553588867,5.558806419372559,6.494370460510254,58.4909725189209,10.160449981689453,3.7612295150756836,4.746753692626953,2.7251806259155273,0.5966176986694336,4.978030204772949,10.168527603149414,2.0997800827026367,4.875688552856445,7.291996479034424,57.986764430999756,10.9443359375,4.117060661315918,4.7316741943359375,2.663236618041992,0.3454551696777344,3.8390865325927734,10.337240219116211,2.6289377212524414,6.105255126953125,6.518823623657227,56.95150089263916,10.53133773803711,4.038188934326172,5.100266456604004,2.8644351959228516,0.4624443054199219,4.972721099853516,9.867452621459961,2.6876373291015625,5.490933418273926,6.941788673400879,57.97303485870361,10.03239917755127,4.631545066833496,5.461106300354004,2.6222925186157227,0.5488739013671875,3.9803152084350586,9.90025806427002,2.62451171875,5.340476989746094,6.098920822143555,57.26158905029297
17,17,ParkerAn_2_OBLIQUE_S_U,OBLIQUE_S_U,The boy who played in the game apparently were more competitive than ever,,,105.118,101.587,98.42399999999999,101.104,101.89,10.270615577697754,4.095529556274414,4.973102569580078,2.8440685272216797,0.4613513946533203,4.159176826477051,10.294296264648438,7.965927600860596,5.131025314331055,6.538551330566406,63.06987810134888,10.160449981689453,3.7612295150756836,4.746753692626953,2.7251806259155273,0.5966176986694336,4.978030204772949,10.168527603149414,7.537337779998779,4.617795944213867,7.7125654220581055,63.85331106185913,10.9443359375,4.117060661315918,4.7316741943359375,2.663236618041992,0.3454551696777344,3.8390865325927734,10.337240219116211,6.270245552062988,5.744196891784668,7.016905784606934,61.079702377319336,10.53133773803711,4.038188934326172,5.100266456604004,2.8644351959228516,0.4624443054199219,4.972721099853516,9.867452621459961,6.982532978057861,5.5360002517700195,6.907618522644043,62.37965631484985,10.03239917755127,4.631545066833496,5.461106300354004,2.6222925186157227,0.5488739013671875,3.9803152084350586,9.90025806427002,6.348494529724121,4.967869758605957,6.233271598815918,60.63430690765381
18,18,ParkerAn_2_CORE_S_G,CORE_S_G,The boy who played  the game apparently was more competitive than ever,,,100.53200000000001,90.48200000000001,87.8169,94.1404,97.1063,10.270615577697754,4.095529556274414,4.973102569580078,1.3914127349853516,3.9619007110595703,10.552377700805664,2.6151504516601562,5.647885322570801,6.7598772048950195,2.0862998962402344,56.45429515838623,10.160449981689453,3.7612295150756836,4.746753692626953,1.2817878723144531,4.365721702575684,9.941038131713867,1.8361186981201172,5.158260345458984,7.823282241821289,2.0813608169555664,55.571906089782715,10.9443359375,4.117060661315918,4.7316741943359375,1.0645723342895508,2.75235652923584,9.351393699645996,2.8132476806640625,5.6772871017456055,6.874242782592773,1.0375347137451172,53.03936576843262,10.53133773803711,4.038188934326172,5.100266456604004,1.569244384765625,3.841670036315918,9.62104320526123,2.656651496887207,5.803938865661621,7.263162612915039,1.6029729843139648,55.16671562194824,10.03239917755127,4.631545066833496,5.461106300354004,1.2218513488769531,3.1888427734375,9.22818660736084,2.66348934173584,5.548248291015625,6.470261573791504,1.1060218811035156,54.32318878173828
19,19,ParkerAn_2_CORE_S_U,CORE_S_U,The boy who played  the game apparently were more competitive than ever,,,102.62899999999999,93.9133,92.1038,99.0561,98.4626,10.270615577697754,4.095529556274414,4.973102569580078,1.3914127349853516,3.9619007110595703,10.552377700805664,7.928174018859863,5.130331039428711,6.837263107299805,2.2158145904541016,61.33603096008301,10.160449981689453,3.7612295150756836,4.746753692626953,1.2817878723144531,4.365721702575684,9.941038131713867,7.0434675216674805,4.95004940032959,8.192888259887695,1.98968505859375,61.14553356170654,10.9443359375,4.117060661315918,4.7316741943359375,1.0645723342895508,2.75235652923584,9.351393699645996,6.810581207275391,5.272686004638672,7.294551849365234,1.318303108215332,57.46526622772217,10.53133773803711,4.038188934326172,5.100266456604004,1.569244384765625,3.841670036315918,9.62104320526123,7.272159576416016,5.817862510681152,7.248465538024902,1.7528648376464844,59.810794830322266,10.03239917755127,4.631545066833496,5.461106300354004,1.2218513488769531,3.1888427734375,9.22818660736084,6.551753997802734,5.162240982055664,6.5434370040893555,1.1472740173339844,57.78686046600342
20,20,ParkerAn_2_OBLIQUE_P_G,OBLIQUE_P_G,The boy who played in the games apparently was more competitive than ever,,,101.791,100.15899999999999,101.141,100.102,102.977,10.270615577697754,4.095529556274414,4.973102569580078,2.8440685272216797,0.4613513946533203,7.440277099609375,10.575006484985352,2.891167640686035,5.641399383544922,6.35622501373291,61.74436855316162,10.160449981689453,3.7612295150756836,4.746753692626953,2.7251806259155273,0.5966176986694336,6.663657188415527,10.921867370605469,2.1094589233398438,5.004868507385254,7.135339736938477,60.482253074645996,10.9443359375,4.117060661315918,4.7316741943359375,2.663236618041992,0.3454551696777344,5.8676934242248535,10.981437683105469,3.4958229064941406,5.792174339294434,6.049334526062012,59.76103353500366,10.53133773803711,4.038188934326172,5.100266456604004,2.8644351959228516,0.4624443054199219,6.188717842102051,10.041923522949219,2.4759521484375,5.513640403747559,6.9382643699646,59.32020139694214,10.03239917755127,4.631545066833496,5.461106300354004,2.6222925186157227,0.5488739013671875,6.017548084259033,9.763120651245117,2.7685041427612305,5.392128944396973,5.935425758361816,59.20577573776245
21,21,ParkerAn_2_OBLIQUE_P_U,OBLIQUE_P_U,The boy who played in the games apparently were more competitive than ever,,,105.31299999999999,102.9,103.4,102.015,104.01899999999999,10.270615577697754,4.095529556274414,4.973102569580078,2.8440685272216797,0.4613513946533203,7.440277099609375,10.575006484985352,7.361273765563965,5.136730194091797,6.409309387207031,65.70173072814941,10.160449981689453,3.7612295150756836,4.746753692626953,2.7251806259155273,0.5966176986694336,6.663657188415527,10.921867370605469,6.3737993240356445,4.843052864074707,7.6281585693359375,65.32324409484863,10.9443359375,4.117060661315918,4.7316741943359375,2.663236618041992,0.3454551696777344,5.8676934242248535,10.981437683105469,6.214900016784668,5.505260467529297,6.451671600341797,62.9079852104187,10.53133773803711,4.038188934326172,5.100266456604004,2.8644351959228516,0.4624443054199219,6.188717842102051,10.041923522949219,6.2642059326171875,5.434619903564453,6.850954532623291,63.104716777801514,10.03239917755127,4.631545066833496,5.461106300354004,2.6222925186157227,0.5488739013671875,6.017548084259033,9.763120651245117,5.281864166259766,5.04759407043457,6.032163619995117,61.363354206085205
22,22,ParkerAn_2_CORE_P_G,CORE_P_G,The boy who played  the games apparently was more competitive than ever,,,104.859,96.8634,93.7968,96.0138,103.531,10.270615577697754,4.095529556274414,4.973102569580078,1.3914127349853516,9.132518768310547,10.403215408325195,2.4634761810302734,5.75765323638916,6.762881278991699,2.1414108276367188,61.48934459686279,10.160449981689453,3.7612295150756836,4.746753692626953,1.2817878723144531,7.177892684936523,10.425365447998047,1.8801422119140625,5.321471214294434,7.775570869445801,2.045888900756836,59.04788589477539,10.9443359375,4.117060661315918,4.7316741943359375,1.0645723342895508,6.802248001098633,9.794832229614258,3.2192182540893555,5.421398162841797,6.426398277282715,1.1424598693847656,57.33741092681885,10.53133773803711,4.038188934326172,5.100266456604004,1.569244384765625,7.532392978668213,9.896764755249023,2.4386119842529297,5.703547477722168,7.144669055938721,1.7668046951293945,58.88963985443115,10.03239917755127,4.631545066833496,5.461106300354004,1.2218513488769531,7.7041215896606445,9.136590957641602,2.8867835998535156,5.436070442199707,6.349270820617676,1.0955028533935547,58.78708553314209
